,Property Type:,Bedrooms:,Bathrooms/WCs:,Floor area:,No. of floors:,Car parking spaces:,Area of land:,Availability:,Nearest bus stop:,Nearest train station:,Price,Location
147,House,4,4.0,4000 sq.ft.,2.0,2.0,14.93 perches,"
Available now ",,,Rs. 150M ONO   ,Colombo 8
148,House,above 5,5.0,4000 sq.ft.,3.0,3.0,10 perches,"
Available now ",,2km,Rs. 130M ONO   ,Colombo 5
149,House,above 5,5.0,4800 sq.ft.,3.0,3.0,13.2 perches,"
Available now ",150m,,Rs. 42.5M     ,Nugegoda
150,House,2,1.0,1500 sq.ft.,1.0,2.0,6 perches,"
Available now ",100m,04km,Rs. 6.2M     ,Kotikawatta
151,House,3,2.0,2300 sq.ft.,2.0,2.0,8 perches,"
Available now ",50m,1km,Rs. 40M ONO   ,Nugegoda
152,House,above 5,5.0,4000 sq.ft.,2.0,4.0,13 perches,"
Available now ",,,Rs. 29.8M ONO   ,Thalawathugoda
153,House,above 5,5.0,7100 sq.ft.,,,27 perches,"
Available now ",,,Rs. 170M     ,Pepiliyana
154,House,above 5,4.0,2300 sq.ft.,,,9 perches,"
Available now ",,,Rs. 42M     ,Udahamulla
155,House,3,2.0,2500 sq.ft.,,,9.4 perches,"
Available now ",,,Rs. 65M     ,Dehiwala
156,House,4,3.0,3500 sq.ft.,,,30 perches,"
Available now ",,,Rs. 125M     ,Karagampitiya
157,House,3,2.0,1800 sq.ft.,,,18.5 perches,"
Available now ",,,Rs. 31.5M     ,Kottawa
158,House,above 5,2.0,2500 sq.ft.,,,150 perches,"
Available now ",,,Rs. 40M     ,Alawathugoda
159,House,5,4.0,3800 sq.ft.,,,20 perches,"
Available now ",,,Rs. 180M     ,Colombo 8
160,House,2,1.0,1400 sq.ft.,,,6 perches,"
Available now ",,,Rs. 15M     ,Athurugiriya
161,House,2,2.0,2700 sq.ft.,,,16.01 perches,"
Available now ",,,Rs. 25M     ,Pannipitiya
162,House,above 5,3.0,2000 sq.ft.,,,6.28 perches,"
Available now ",,,Rs. 37M     ,Kohuwala
163,House,4,,,,2.0,16.65 perches,"
Available now ",,,    ,Colombo 3
164,House,4,4.0,1800 sq.ft.,3.0,1.0,6 perches,"
Available now ",,,Rs. 27M     ,Malabe
165,House,5,,,2.0,2.0,10 perches,"
Available now ",,,Rs. 120M     ,Colombo 5
166,House,4,5.0,,,2.0,9.8 perches,"
Available now ",,,Rs. 120M     ,Colombo 5
167,House,5,2.0,5400 sq.ft.,2.0,6.0,10.34 perches,"
Available now ",,,Rs. 29M ONO   ,Gampaha
168,House,5,2.0,4100 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 20M ONO   ,Kadawatha
169,House,4,3.0,4000 sq.ft.,2.0,2.0,13.5 perches,"
Available now ",,,Rs. 30.5M ONO   ,Homagama
170,House,3,2.0,2800 sq.ft.,2.0,2.0,7.5 perches,"
Available now ",,,Rs. 33M ONO   ,Boralesgamuwa 
171,House,4,3.0,2400 sq.ft.,2.0,2.0,7.06 perches,"
Available now ",,,Rs. 38M ONO   ,Boralesgamuwa
172,House,5,4.0,3854 sq.ft.,2.0,3.0,3 perches,"
Available now ",,,Rs. 48M ONO   ,Boralesgamuwa
173,House,4,4.0,3200 sq.ft.,3.0,2.0,,"
Available now ",,,Rs. 32.5M ONO   ,Boralesgamuwa
174,House,3,2.0,1200 sq.ft.,1.0,2.0,12 perches,"
Available now ",,,Rs. 11M ONO   ,Galle
175,House,3,2.0,1600 sq.ft.,1.0,2.0,10 perches,"
Available now ",100m,1.5km,Rs. 18.5M     ,Ratnapura
176,House,5,4.0,4500 sq.ft.,3.0,3.0,22 perches,"
Available now ",,,Rs. 115M ONO   ,Thalawathugoda
177,House,5,4.0,4500 sq.ft.,3.0,3.0,22 perches,"
Available now ",,,Rs. 115M ONO   ,Battaramulla
178,House,5,5.0,2500 sq.ft.,3.0,3.0,6 perches,"
Available now ",,,Rs. 22.5M ONO   ,Battaramulla
179,House,above 5,6.0,7000 sq.ft.,4.0,5.0,23 perches,"
Available now ",,,Rs. 97.5M ONO   ,Battaramulla
180,House,above 5,3.0,,2.0,2.0,6.28 perches,"
Available now ",,,Rs. 29.5M     ,Kohuwala
181,House,3,,3500 sq.ft.,,2.0,10 perches,"
Available now ",,,Rs. 120M     ,Colombo 5
182,House,2,2.0,,,,23.6 perches,"
Available now ",,,Rs. 31.2M     ,Wattala
183,House,3,1.0,1100 sq.ft.,,,10 perches,"
Available now ",,,Rs. 6.75M     ,Gampaha
184,House,4,4.0,,,,23.4 perches,"
Available now ",,,Rs. 195M     ,Colombo 8
185,House,4,3.0,3000 sq.ft.,2.0,,20 perches,"
Available now ",,,Rs. 26.5M     ,Kaduwela
186,House,4,3.0,3000 sq.ft.,,6.0,50.17 perches,"
Available now ",,,Rs. 105M     ,Thalawathugoda
187,House,5,4.0,3000 sq.ft.,2.0,5.0,27.5 perches,"
Available now ",100m,,Rs. 48M ONO   ,Kadawatha
188,House,3,,1200 sq.ft.,,,23 perches,"
Available now ",,,Rs. 7M     ,Katunayake
189,House,5,4.0,4000 sq.ft.,4.0,2.0,10 perches,"
For Urgent Sale ",,,Rs. 80M ONO   ,Kalubowila
190,House,5,4.0,3500 sq.ft.,,,26 perches,"
Available now ",,,Rs. 150M     ,Nugegoda
191,House,4,4.0,3500 sq.ft.,,,7 perches,"
Available now ",,,Rs. 75M     ,Nugegoda
192,House,4,,2750 sq.ft.,2.0,1.0,8 perches,"
Available now ",,,Rs. 70M     ,Colombo 5
193,House,4,4.0,4700 sq.ft.,2.0,,20 perches,"
Available now ",,,Rs. 350M     ,Colombo 5
194,House,4,3.0,3000 sq.ft.,2.0,3.0,21 perches,"
Available now ",,,Rs. 75M     ,Battaramulla
195,House,above 5,4.0,,3.0,4.0,18 perches,"
Available now ",,,Rs. 152M     ,Nawala
196,House,4,3.0,2520 sq.ft.,2.0,2.0,11 perches,"
Available now ",,,Rs. 26M ONO   ,Battaramulla
197,House,4,5.0,5000 sq.ft.,,2.0,55 perches,"
Available now ",,,Rs. 185.5M     ,Battaramulla
198,House,above 5,4.0,2680 sq.ft.,,3.0,10 perches,"
Available now ",,,Rs. 35M     ,Mount Lavinia
199,House,above 5,9.0,12000 sq.ft.,3.0,6.0,24 perches,"
Available now ",,,Rs. 180M     ,Pelawatte
200,House,4,3.0,,,,6.5 perches,"
Available now ",,,Rs. 73M     ,Colombo 6
201,House,3,3.0,2900 sq.ft.,2.0,2.0,7.8 perches,"
Available now ",,,Rs. 46M     ,Kalubowila
202,House,5,4.0,3000 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 200M     ,Colombo 5
203,House,2,1.0,1300 sq.ft.,,1.0,25 perches,"
Available now ",,,Rs. 54M     ,Pita Kotte
204,House,4,4.0,2700 sq.ft.,,3.0,70.2 perches,"
Available now ",,,Rs. 631.8M     ,Mount Lavinia
205,House,3,1.0,1500 sq.ft.,1.0,1.0,4.5 perches,"
Available now ",100m,1km,Rs. 13M ONO   ,Kandy
206,House,above 5,5.0,4500 sq.ft.,3.0,3.0,10 perches,"
Available now ",50m,2km,Rs. 120M     ,Colombo 5
207,House,above 5,4.0,5000 sq.ft.,3.0,3.0,8 perches,"
Available now ",200m,200m,Rs. 52.5M     ,Colombo 5
208,House,above 5,6.0,8500 sq.ft.,,3.0,18 perches,"
Available now ",,,Rs. 240M     ,Pita Kotte
209,House,5,4.0,2700 sq.ft.,3.0,2.0,,"
Available now ",,,Rs. 60M     ,Nawala
210,House,above 5,4.0,2700 sq.ft.,2.0,2.0,8.5 perches,"
Available now ",,,Rs. 150M     ,Colombo 8
211,House,4,3.0,3900 sq.ft.,2.0,2.0,15 perches,"
Available now ",150m,,Rs. 72M     ,Thalwila
212,House,5,5.0,3900 sq.ft.,2.0,3.0,10 perches,"
Available now ",,,Rs. 39M ONO   ,Moratuwa
213,House,4,3.0,3200 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 45M ONO   ,Malabe
214,House,5,5.0,5500 sq.ft.,3.0,4.0,10.5 perches,"
Available now ",,,Rs. 65M ONO   ,Boralesgamuwa
215,House,3,2.0,2800 sq.ft.,2.0,2.0,7.5 perches,"
Available now ",,,Rs. 33M ONO   ,Boralesgamuwa
216,House,5,4.0,3854 sq.ft.,2.0,3.0,15 perches,"
Available now ",,,Rs. 48M ONO   ,Boralesgamuwa
217,House,4,3.0,3200 sq.ft.,2.0,2.0,14.5 perches,"
Available now ",,,Rs. 80M ONO   ,Battaramulla
218,House,3,3.0,3200 sq.ft.,2.0,2.0,19.37 perches,"
Available now ",,,Rs. 55M ONO   ,Battaramulla
219,House,above 5,6.0,4500 sq.ft.,2.0,4.0,18 perches,"
Available now ",100m,4km,Rs. 152M     ,Nawala
220,House,4,4.0,4000 sq.ft.,,,10.08 perches,"
Available now ",,,Rs. 29M     ,Mattegoda
221,House,3,4.0,3200 sq.ft.,,,6.3 perches,"
Available now ",,,Rs. 39M     ,Dehiwala
222,House,3,2.0,,,,19 perches,"
Available now ",,,Rs. 29M     ,Hokandara
223,House,4,2.0,3000 sq.ft.,,,27 perches,"
Available now ",,,Rs. 290M     ,Colombo 5
224,House,4,3.0,7200 sq.ft.,,,182 perches,"
Available now ",,,Rs. 80M     ,Padukka
225,House,3,2.0,1190 sq.ft.,,,10.5 perches,"
Available now ",,,Rs. 16.5M     ,Malabe
226,House,4,1.0,1390 sq.ft.,,,17 perches,"
Available now ",,,Rs. 22M     ,Pannipitiya
227,House,4,3.0,2000 sq.ft.,,,14.5 perches,"
Available now ",,,Rs. 34M     ,Moratuwa
228,House,4,2.0,2500 sq.ft.,,,10.9 perches,"
Available now ",,,Rs. 35M     ,Pita Kotte
229,House,4,2.0,2700 sq.ft.,,,18.75 perches,"
Available now ",,,Rs. 56.25M     ,Nugegoda
230,House,3,2.0,1500 sq.ft.,,,6 perches,"
Available now ",,,Rs. 30M     ,Mirihana
231,House,3,2.0,2000 sq.ft.,,,8.42 perches,"
Available now ",,,Rs. 25M     ,Pannipitiya
232,House,4,2.0,3500 sq.ft.,,,8.8 perches,"
Available now ",,,Rs. 45M     ,Pelawatte
233,,,,,,,,,,,    ,Gampaha
234,House,4,3.0,3000 sq.ft.,2.0,3.0,40 perches,"
Available now ",,,Rs. 80M     ,Wattala
235,House,above 5,3.0,4000 sq.ft.,1.0,5.0,93 perches,"
Available now ",,,Rs. 167M     ,Wattala
236,House,above 5,4.0,5000 sq.ft.,1.0,3.0,21 perches,"
Available now ",,,Rs. 96M     ,Ethul Kotte
237,House,4,3.0,2800 sq.ft.,2.0,4.0,35 perches,"
Available now ",,,Rs. 87.5M     ,Battaramulla
238,House,4,2.0,2500 sq.ft.,1.0,2.0,16 perches,"
Available now ",,,Rs. 152M ONO   ,Colombo 6
239,House,5,4.0,4500 sq.ft.,3.0,2.0,10 perches,"
Available now ",,,Rs. 59M     ,Malabe
240,House,3,4.0,4500 sq.ft.,3.0,,27.5 perches,"
Available now ",,,Rs. 52M ONO   ,Thalawathugoda
241,House,4,2.0,,,,10 perches,"
Available now ",,,Rs. 16M     ,Malabe
242,House,5,5.0,9000 sq.ft.,2.0,,16 perches,"
Available now ",,,Rs. 120M     ,Thalawathugoda
243,House,4,4.0,,,4.0,27 perches,"
Available now ",,,Rs. 120M     ,Pelawatte
244,House,4,4.0,5825 sq.ft.,,,15.5 perches,"
Available now ",,,Rs. 165M     ,Colombo 8
245,House,4,4.0,2500 sq.ft.,,,26 perches,"
Available now ",,,Rs. 33.8M     ,Ragama
246,House,5,2.0,3000 sq.ft.,,,10 perches,"
Available now ",,,Rs. 19.5M     ,Kottawa
247,House,4,3.0,2750 sq.ft.,,,10.25 perches,"
Available now ",,,Rs. 30M     ,Kadawatha
248,House,5,5.0,4600 sq.ft.,,,8.5 perches,"
Available now ",,,Rs. 180M     ,Colombo 5
249,House,4,3.0,3200 sq.ft.,,,11.8 perches,"
Available now ",,,Rs. 58M     ,Pita Kotte
250,House,5,3.0,3000 sq.ft.,,,10 perches,"
Available now ",,,Rs. 60M     ,Ethul Kotte
251,House,3,3.0,3000 sq.ft.,,,145 perches,"
Available now ",,,Rs. 55M     ,Panadura
252,House,3,2.0,1800 sq.ft.,,,100 perches,"
Available now ",,,Rs. 30M     ,Horana
253,House,4,4.0,4000 sq.ft.,,,17.4 perches,"
Available now ",,,Rs. 120M     ,Battaramulla
254,House,above 5,2.0,3200 sq.ft.,2.0,5.0,,"
Available now ",500m,,Rs. 22.5M     ,Panadura
255,House,4,2.0,2630 sq.ft.,2.0,6.0,20 perches,"
Available now ",900m,,Rs. 21M ONO   ,Piliyandala
256,House,above 5,5.0,,,2.0,26 perches,"
Available now ",,,    ,Colombo 7
257,House,above 5,,10000 sq.ft.,,,63 perches,"
Available now ",,,Rs. 10M     ,Dehiwala
258,House,4,3.0,3200 sq.ft.,2.0,2.0,9.5 perches,"
Available now ",150m,1km,Rs. 31M     ,Moratuwa
259,House,3,1.0,3500 sq.ft.,,,20.02 perches,"
Available now ",,,Rs. 28M     ,Kadawatha
260,House,5,3.0,2000 sq.ft.,,,17.5 perches,"
Available now ",,,Rs. 80M     ,Pita Kotte
261,House,4,2.0,3000 sq.ft.,,,6.7 perches,"
Available now ",,,Rs. 33M     ,Maharagama
262,House,3,2.0,2000 sq.ft.,,,9.2 perches,"
Available now ",,,Rs. 60M     ,Koswatta
263,House,4,2.0,,,,11 perches,"
Available now ",,,Rs. 70M     ,Nugegoda
264,House,5,5.0,5500 sq.ft.,,,8.7 perches,"
Available now ",,,Rs. 200M     ,Colombo 7
265,House,above 5,,8603 sq.ft.,2.0,5.0,15.53 perches,"
Available now ",,,Rs. 169M ONO   ,Colombo 13
266,House,4,2.0,6200 sq.ft.,,,26 perches,"
Available now ",,,Rs. 40M     ,Panadura
267,House,2,2.0,,,2.0,16 perches,"
Available now ",,,Rs. 13M     ,Kandy
268,House,5,4.0,3500 sq.ft.,2.0,6.0,17 perches,"
Available now ",,,Rs. 80M     ,Battaramulla
269,House,5,4.0,5500 sq.ft.,,,15.06 perches,"
Available now ",,,Rs. 120M     ,Colombo 5
270,House,4,4.0,3800 sq.ft.,,,21 perches,"
Available now ",,,Rs. 65M     ,Battaramulla
271,House,4,3.0,3870 sq.ft.,,,10 perches,"
Available now ",,,Rs. 30M     ,Boralesgamuwa
272,House,3,3.0,2000 sq.ft.,,,13.55 perches,"
Available now ",,,Rs. 26.5M     ,Ja Ela
273,House,4,3.0,3500 sq.ft.,,,13 perches,"
Available now ",,,Rs. 35M     ,Thalawathugoda
274,House,4,,2750 sq.ft.,,1.0,8 perches,"
Available now ",,,Rs. 70M     ,Colombo 5
275,House,3,2.0,,,2.0,,"
Available now ",,,Rs. 55M     ,Pita Kotte
276,House,5,3.0,3000 sq.ft.,,6.0,20.5 perches,"
Available now ",,,Rs. 348.5M     ,Colombo 3
277,House,5,5.0,5000 sq.ft.,2.0,4.0,27 perches,"
Available now ",,,Rs. 122M ONO   ,Battaramulla
278,House,above 5,5.0,6000 sq.ft.,3.0,3.0,10 perches,"
Available now ",,,Rs. 129M     ,Colombo 5
279,House,above 5,5.0,5000 sq.ft.,3.0,1.0,11 perches,"
Available now ",,,Rs. 46M     ,Kalubowila
280,House,above 5,3.0,4500 sq.ft.,2.0,2.0,,"
Available now ",,,Rs. 80M     ,Colombo 5
281,House,above 5,4.0,3000 sq.ft.,2.0,5.0,10.41 perches,"
Available now ",,,Rs. 31M     ,Mount Lavinia
282,House,4,,5500 sq.ft.,2.0,2.0,22.56 perches,"
Available now ",,,Rs. 225M     ,Colombo 6
283,House,3,2.0,1200 sq.ft.,5.0,,,"
Available now ",,,Rs. 32M     ,Nawala
284,House,above 5,7.0,9000 sq.ft.,2.0,6.0,30 perches,"
Available now ",,,Rs. 290M     ,Pelawatte
285,House,2,,,37.0,,980 perches,"
Available now ",,,Rs. 45M     ,Colombo 2
286,House,above 5,,22000 sq.ft.,,,,"
Available now ",,,Rs. 850M     ,Colombo 2
287,House,5,5.0,3000 sq.ft.,2.0,3.0,24 perches,"
Available now ",,,Rs. 118M ONO   ,Battaramulla
288,House,3,2.0,3500 sq.ft.,3.0,1.0,6 perches,"
Available now ",400m,2km,Rs. 27M     ,Nugegoda
289,House,4,4.0,5000 sq.ft.,2.0,4.0,20 perches,"
Available now ",,,Rs. 140M     ,Nawala
290,House,4,3.0,4000 sq.ft.,3.0,2.0,7.5 perches,"
Available now ",,,Rs. 57M     ,Nawala
291,House,4,3.0,2750 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 125M     ,Colombo 5
292,House,3,2.0,1400 sq.ft.,1.0,,,"
Available now ",,,Rs. 40M Per Month   ,Colombo 5
293,House,4,3.0,3500 sq.ft.,2.0,1.0,6.5 perches,"
Available now ",,,Rs. 140M     ,Colombo 7
294,House,4,4.0,4000 sq.ft.,5.0,3.0,6 perches,"
Available now ",,,Rs. 125M     ,Colombo 5
295,House,4,3.0,4000 sq.ft.,3.0,2.0,15 perches,"
Available now ",,,Rs. 108M     ,Nawala
296,House,5,3.0,3000 sq.ft.,2.0,2.0,7.5 perches,"
Available now ",,,Rs. 75M     ,Colombo 5
297,House,5,4.0,4500 sq.ft.,3.0,3.0,19.2 perches,"
Available now ",,,Rs. 110M     ,Rajagiriya
298,House,3,2.0,1050 sq.ft.,,1.0,,"
Available now ",,,Rs. 38M     ,Colombo 5
299,House,5,4.0,3200 sq.ft.,2.0,2.0,18 perches,"
Available now ",,,Rs. 108M     ,Kohuwala
300,House,5,5.0,6000 sq.ft.,4.0,4.0,16 perches,"
Available now ",,,Rs. 120M ONO   ,Thalawathugoda
301,House,4,1.0,1500 sq.ft.,1.0,2.0,9 perches,"
For Urgent Sale ",10m,3km,Rs. 9M ONO   ,Ekala
302,House,above 5,9.0,4500 sq.ft.,,2.0,17.5 perches,"
Available now ",,,Rs. 70M     ,Kohuwala
303,House,3,,,2.0,3.0,11.64 perches,"
Available now ",,,Rs. 130M     ,Matara
304,House,4,3.0,2520 sq.ft.,2.0,2.0,11 perches,"
Available now ",,,Rs. 26M ONO   ,Battaramulla
305,House,4,5.0,4500 sq.ft.,2.0,,11.3 perches,"
Available now ",,,Rs. 160M     ,Colombo 3
306,House,3,2.0,1400 sq.ft.,1.0,2.0,8.8 perches,"
For Urgent Sale ",150m,,Rs. 14.5M ONO   ,Piliyandala
307,House,4,4.0,5000 sq.ft.,,4.0,40 perches,"
Available now ",,,Rs. 55M     ,Kandy
308,House,4,4.0,3500 sq.ft.,3.0,2.0,12.3 perches,"
Under Offer ",700km,,Rs. 27.5M ONO   ,Malabe
309,House,3,2.0,2000 sq.ft.,2.0,2.0,6 perches,"
Available now ",200m,,Rs. 68M     ,Colombo 8
310,House,above 5,5.0,3000 sq.ft.,2.0,6.0,20 perches,"
Available now ",,1km,Rs. 32.5M ONO   ,Peradeniya
311,House,3,3.0,1680 sq.ft.,42.0,2.0,,"
Available now ",,2km,Rs. 55M ONO   ,Rajagiriya
312,House,5,3.0,1980 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 55M     ,Hokandara
313,House,3,3.0,3200 sq.ft.,2.0,2.0,19.37 perches,"
Available now ",,,Rs. 55M ONO   ,Battaramulla
314,House,5,5.0,5500 sq.ft.,3.0,3.0,17 perches,"
Available now ",,,Rs. 100M ONO   ,Thalawathugoda
315,House,4,3.0,2900 sq.ft.,3.0,2.0,7.5 perches,"
Available now ",,,Rs. 32M     ,Boralesgamuwa
316,House,4,3.0,2200 sq.ft.,2.0,2.0,6.5 perches,"
Available now ",,,Rs. 20M     ,Angoda
317,House,2,1.0,1600 sq.ft.,1.0,,24.5 perches,"
Available now ",,,Rs. 5M     ,Dankotuwa
318,House,4,3.0,3300 sq.ft.,2.0,2.0,14 perches,"
Available now ",,,Rs. 55M     ,Battaramulla
319,House,4,5.0,4000 sq.ft.,2.0,3.0,10 perches,"
Available now ",80m,03km,Rs. 45M ONO   ,Kandy
320,House,5,2.0,,,,20 perches,"
Available now ",,,Rs. 80M     ,Maharagama
321,House,4,3.0,,2.0,2.0,7.5 perches,"
Available now ",0.1km,2km,Rs. 48M ONO   ,Kalubowila
322,House,4,4.0,,,,7.5 perches,"
Available now ",,,Rs. 55M     ,Mount Lavinia
323,House,5,4.0,4900 sq.ft.,3.0,2.0,15.8 perches,"
Available now ",,,Rs. 90M     ,Ethul Kotte
324,House,3,4.0,3500 sq.ft.,,2.0,6.6 perches,"
Available now ",,,Rs. 35M     ,Pannipitiya
325,House,4,4.0,3800 sq.ft.,3.0,4.0,11 perches,"
Available now ",,,Rs. 44M ONO   ,Thalawathugoda
326,House,4,4.0,4000 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 100M ONO   ,Colombo 5
327,House,5,4.0,3350 sq.ft.,,,13.5 perches,"
Available now ",,,Rs. 96M     ,Battaramulla
328,House,4,4.0,4000 sq.ft.,,,11.9 perches,"
Available now ",,,Rs. 170M     ,Colombo 3
329,House,3,1.0,2500 sq.ft.,,,21 perches,"
Available now ",,,Rs. 49M     ,Thalawathugoda
330,House,5,3.0,5000 sq.ft.,,,33 perches,"
Available now ",,,Rs. 27M     ,Homagama
331,House,5,3.0,3350 sq.ft.,,,10 perches,"
Available now ",,,Rs. 30M     ,Ja Ela
332,House,2,2.0,3700 sq.ft.,,,18 perches,"
Available now ",,,Rs. 115M     ,Colombo 8
333,House,3,1.0,1635 sq.ft.,,,9.8 perches,"
Available now ",,,Rs. 22M     ,Pannipitiya
334,House,5,4.0,6000 sq.ft.,3.0,2.0,16 perches,"
Available now ",,,Rs. 41M ONO   ,Kottawa
335,House,3,1.0,1750 sq.ft.,1.0,2.0,10.5 perches,"
Available now ",,,Rs. 9M ONO   ,Homagama
336,House,4,3.0,1600 sq.ft.,1.0,2.0,12.5 perches,"
Available now ",,,Rs. 17.5M ONO   ,Gampaha
337,House,4,1.0,1600 sq.ft.,1.0,2.0,16 perches,"
Available now ",,,Rs. 16.5M ONO   ,Kadawatha
338,House,3,2.0,2800 sq.ft.,2.0,3.0,20 perches,"
Available now ",,,Rs. 29M ONO   ,Negombo
339,House,5,5.0,2500 sq.ft.,1.0,4.0,23.5 perches,"
Available now ",,,Rs. 16M ONO   ,Negombo
340,House,3,2.0,1200 sq.ft.,2.0,3.0,7.5 perches,"
Available now ",,,Rs. 38M ONO   ,Battaramulla
341,House,4,4.0,2756 sq.ft.,,1.0,,"
Available now ",,,Rs. 247M     ,Colombo 2
342,House,3,3.0,5000 sq.ft.,2.0,3.0,22 perches,"
Available now ",,,Rs. 95M     ,Battaramulla
343,House,4,3.0,3200 sq.ft.,2.0,2.0,14.5 perches,"
Available now ",,,Rs. 80M ONO   ,Battaramulla
344,House,above 5,6.0,4500 sq.ft.,,,9.4 perches,"
Available now ",,,Rs. 50M     ,Dehiwala
345,House,5,5.0,2500 sq.ft.,2.0,3.0,6 perches,"
Available now ",,,Rs. 22.5M ONO   ,Battaramulla
346,House,above 5,3.0,4000 sq.ft.,,,15 perches,"
Available now ",,,Rs. 37M     ,Mattegoda
347,House,4,4.0,5500 sq.ft.,2.0,3.0,5500 perches,"
Available now ",,,Rs. 85M ONO   ,Battaramulla
348,House,2,2.0,960 sq.ft.,,,16.5 perches,"
Available now ",,,Rs. 60M     ,Angoda
349,House,3,2.0,1800 sq.ft.,,,15.1 perches,"
Available now ",,,Rs. 32.5M     ,Rathmalana
350,House,3,1.0,3000 sq.ft.,,,10 perches,"
Available now ",,,Rs. 21M     ,Piliyandala
351,House,3,2.0,2235 sq.ft.,,,,"
Available now ",,,Rs. 100M     ,Colombo 7
352,House,3,2.0,4000 sq.ft.,,,,"
Available now ",,,Rs. 33M     ,Colombo 4
353,House,above 5,5.0,7100 sq.ft.,,,27 perches,"
Available now ",,,Rs. 170M     ,Pepiliyana
354,House,above 5,4.0,2300 sq.ft.,,,9 perches,"
Available now ",,,Rs. 42M     ,Udahamulla
355,House,4,3.0,,2.0,3.0,15.19 perches,"
Available now ",,2km,Rs. 24.8M ONO   ,Kottawa
356,House,3,2.0,2500 sq.ft.,,,9.4 perches,"
Available now ",,,Rs. 65M     ,Dehiwala
357,House,4,3.0,3500 sq.ft.,,,30 perches,"
Available now ",,,Rs. 125M     ,Dehiwala
358,House,3,2.0,1800 sq.ft.,,,18.5 perches,"
Available now ",,,Rs. 31.5M     ,Kottawa
359,House,above 5,2.0,150 sq.ft.,,,2500 perches,"
Available now ",,,Rs. 40M     ,Alawathugoda
360,House,5,4.0,3800 sq.ft.,,,20 perches,"
Available now ",,,Rs. 180M     ,Colombo 8
361,House,2,1.0,1400 sq.ft.,,,6 perches,"
Available now ",,,Rs. 15M     ,Athurugiriya
362,House,2,2.0,2700 sq.ft.,,,16.01 perches,"
Available now ",,,Rs. 25M     ,Pannipitiya
363,House,above 5,3.0,2000 sq.ft.,,,6.28 perches,"
Available now ",,,Rs. 37M     ,Kohuwala
364,House,3,2.0,1100 sq.ft.,,,,"
Available now ",,,Rs. 33M     ,Colombo 4
365,House,above 5,5.0,3500 sq.ft.,3.0,6.0,16.8 perches,"
Available now ",,,Rs. 240M     ,Colombo 5
366,House,4,4.0,4000 sq.ft.,,,10.08 perches,"
Available now ",,,Rs. 29M     ,Mattegoda
367,House,3,4.0,3200 sq.ft.,,,6.3 perches,"
Available now ",,,Rs. 39M     ,Dehiwala
368,House,3,2.0,16 sq.ft.,,,5000 perches,"
Available now ",,,Rs. 29M     ,Hokandara
369,House,4,2.0,3000 sq.ft.,,,27 perches,"
Available now ",,,Rs. 290M     ,Colombo 5
370,House,4,4.0,2500 sq.ft.,2.0,2.0,8.8 perches,"
For Urgent Sale ",150m,,Rs. 28.5M ONO   ,Malabe
371,House,4,3.0,2400 sq.ft.,2.0,2.0,10.5 perches,"
For Urgent Sale ",0150m,,Rs. 35M ONO   ,Malabe
372,House,4,3.0,2800 sq.ft.,2.0,4.0,12 perches,"
Available now ",,,Rs. 25M ONO   ,Malabe
373,House,above 5,4.0,3400 sq.ft.,2.0,3.0,15 perches,"
For Urgent Sale ",0150m,,Rs. 28.5M ONO   ,Piliyandala
374,House,above 5,2.0,2500 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 26M ONO   ,Malabe
375,House,4,4.0,3300 sq.ft.,2.0,2.0,7.7 perches,"
Available now ",,,Rs. 44M ONO   ,Thalawathugoda
376,House,5,5.0,500 sq.ft.,2.0,3.0,10 perches,"
Available now ",,,Rs. 39M ONO   ,Nawala
377,House,5,5.0,11000 sq.ft.,3.0,4.0,19 perches,"
Available now ",,,Rs. 115M ONO   ,Battaramulla
378,House,4,4.0,3500 sq.ft.,2.0,2.0,3500 perches,"
For Urgent Sale ",0150m,,Rs. 39M ONO   ,Thalawathugoda
379,House,4,3.0,3200 sq.ft.,2.0,2.0,9 perches,"
Available now ",,,Rs. 37M ONO   ,Nugegoda
380,House,5,4.0,3854 sq.ft.,,3.0,15 perches,"
Available now ",,,Rs. 48M ONO   ,Boralesgamuwa
381,House,5,4.0,3800 sq.ft.,3.0,4.0,11 perches,"
Available now ",,,Rs. 45M ONO   ,Thalawathugoda
382,House,above 5,5.0,7100 sq.ft.,3.0,3.0,27 perches,"
Available now ",,,Rs. 170M ONO   ,Nugegoda
383,House,4,3.0,2700 sq.ft.,2.0,2.0,6 perches,"
Available now ",,,Rs. 38.5M ONO   ,Battaramulla
384,House,5,5.0,5500 sq.ft.,,3.0,17 perches,"
Available now ",,,Rs. 100M ONO   ,Thalawathugoda
385,House,2,1.0,1500 sq.ft.,1.0,1.0,6.6 perches,"
Available now ",0800m,,Rs. 13M     ,Boralesgamuwa
386,House,above 5,5.0,3000 sq.ft.,,,,"
Available now ",,,Rs. 62M     ,Dehiwala
